amet,firma_nimi,kuulutuse_link,firmalink,kuupaeva_seisuga
"Elektrikomponentide koostaja - tähtajaline töö, millest võib saada põhitöökoht",Barona Eesti AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/elektrikomponentide-koostaja-tahtajaline-too-millest-voib-saada-pohitookoht/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/,2022-03-15
"Betoonelementide projekteerija  -  uus töötaja, töömahu suurenemine",Barona Eesti AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/betoonelementide-projekteerija-uus-tootaja-toomahu-suurenemine/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/barona/,2022-03-15
Võileibade valmistaja - töö päevasel ajal graafiku alusel,Lunden Food OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/lunden-food/voileibade-valmistaja-too-paevasel-ajal-graafiku-alusel/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/lunden-food/,2022-03-15
Kokk toiduainetööstusesse - töö päevasel ajal graafiku alusel,Lunden Food OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/lunden-food/kokk-toiduainetoostusesse-too-paevasel-ajal-graafiku-alusel/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/lunden-food/,2022-03-15
Tootmistöötaja,Trafox Eesti OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/trafox-eesti-ou/tootmistootaja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/trafox-eesti-ou/,2022-03-15
Kaubapaigutaja,Humanlink Estonia OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/humanlink-estonia-ou/kaubapaigutaja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/humanlink-estonia-ou/,2022-03-15
Pakkide Sorteerija,Humanlink Estonia OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/humanlink-estonia-ou/kuller/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/humanlink-estonia-ou/,2022-03-15
Kokk-perenaine,Aamann OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/aamann-ou/kokk/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/aamann-ou/,2022-03-15
Arhitekt,TEMPT architects,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tempt-architects/arhitekt/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tempt-architects/,2022-03-15
Metallitööstus otsib kogenud keevitajat,Rapla Metall OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/rapla-metall-ou/metallitoostus-otsib-kogenud-keevitajat/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/rapla-metall-ou/,2022-03-15
tisler,Pakume tööd,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-voru-seeder/carpenter-lumberjack/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-voru-seeder/,2022-03-15
õmbleja,Pakume tööd,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-voru-seeder/seamstress/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-voru-seeder/,2022-03-15
Farmitöötaja,Tõntso Agro OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tontso-agro-ou/pollumajandustootaja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/tontso-agro-ou/,2022-03-15
Nõudepesija,Strand Spa & Konverentsihotell,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/strand-as/noudepesija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/strand-as/,2022-03-15
Keevitaja TIG/MIG,Metal factory in Tartu,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/nordic-metal-works-ou/welder-tig-mig/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/nordic-metal-works-ou/,2022-03-15
Puusepp,Seve,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/seve-tehased-ou/puusepp/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/seve-tehased-ou/,2022-03-15
Köögi abiline (nõudepesu),LaSpa Group OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/laspa-group-ou/dishwasher/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/laspa-group-ou/,2022-03-15
Metallitööline,Metal factory in Tartu,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/nordic-metal-works-ou/metal-worker/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/nordic-metal-works-ou/,2022-03-15
Raudtee teetööline,LEONHARD WEISS OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/leonhard-weiss-ou/raudtee-teetooline/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/leonhard-weiss-ou/,2022-03-15
Kahveltõstukijuht,Metal factory in Tartu,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/nordic-metal-works-ou/forklift-driver/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/nordic-metal-works-ou/,2022-03-15
Technical Lead (Elixir),Mindvalley OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mindvalley-ou/technical-lead-elixir/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mindvalley-ou/,2022-03-15
Hommikusöögi kokk,Strand Spa & Konverentsihotell,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/strand-as/hommikusoogi-kokk/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/strand-as/,2022-03-15
Instrumentaal lukksepp,Metal factory in Tartu,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/nordic-metal-works-ou/instrumental-locksmith/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/nordic-metal-works-ou/,2022-03-15
Arhitekt,Ambient design OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ambient-design-ou/arhitekt/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ambient-design-ou/,2022-03-15
Konverentsi teenindaja,Strand Spa & Konverentsihotell,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/strand-as/konverentsi-teenindaja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/strand-as/,2022-03-15
Otsime oma meeskonda müürseppasid ja muid üldehituse spetsialiste.,Roomtec OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/roomtec-ou/we-are-looking-for-masonry-and-other-general-construction-specialists-for-our-team/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/roomtec-ou/,2022-03-15
TOATEENIJA,Heal AS/ Fra Mare Thalasso Spa hotell HAAPSALUS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/heal-as/toateenija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/heal-as/,2022-03-15
Tootmistööline,Osaühing Sakret,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/osauhing-sakret/kuivsegude-valmistamise-protsessis-osalemine-segu-tuubi-jargi-kottide-taitmine-pakkimisprotsessi-jalgimine-tootmisprotsessi/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/osauhing-sakret/,2022-03-15
Tarkvara kvaliteedikontrolli insener,Advectus Baltics OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/advectus-baltics-ou/software-qa-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/advectus-baltics-ou/,2022-03-15
Puhastusteenindaja / toateenija,Radisson Blu Hotel Olümpia,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/hotell-olumpia-as/puhastusteenindaja-toateenija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/hotell-olumpia-as/,2022-03-15
Toateenija,ORU HUB HOTEL,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/amer-invest-ou/toateenija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/amer-invest-ou/,2022-03-15
Pipefitter,Team100 OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/team100-ou/pipefitter/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/team100-ou/,2022-03-15
Welder,Team100 OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/team100-ou/welder/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/team100-ou/,2022-03-15
Hüdrotehnikainsener,OÜ Inseneribüroo STEIGER,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-inseneriburoo-steiger/hudrotehnikainsener/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-inseneriburoo-steiger/,2022-03-15
Hommikusöögi teenindaja,ORU HUB HOTEL,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/amer-invest-ou/hommikusoogi-teenindaja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/amer-invest-ou/,2022-03-15
Pakettide sorteerija assistent,Eesti Post AS / Omniva,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-post-as-omniva/assistnat-parcel-sorter/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-post-as-omniva/,2022-03-15
Andmeinsener,Eesti Post AS / Omniva,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-post-as-omniva/data-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-post-as-omniva/,2022-03-15
Insener projekteerija,Seve,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/seve-tehased-ou/insener-projekteerija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/seve-tehased-ou/,2022-03-15
civil engineer,Roadplan OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/roadplan-ou/civil-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/roadplan-ou/,2022-03-15
Veoautojuht,Transtar T.P. OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/transtar-t.p-ou/veoautojuht/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/transtar-t.p-ou/,2022-03-15
Autoremondi Mehaanik,Flameko Autohooldus OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/flameko-autohooldus-ou/car-repair-technican/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/flameko-autohooldus-ou/,2022-03-15
QA automaatika insener,Eesti Post AS / Omniva,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-post-as-omniva/qa-automation-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-post-as-omniva/,2022-03-15
KAUPLUSE TÖÖTAJA TALLINNAS!,MAXIMA Eesti OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/maxima/kaupluse-tootajad/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/maxima/,2022-03-15
Software Architect,Eesti Energia,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-energia/software-architect/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-energia/,2022-03-15
R&D Software Engineer,Eesti Energia,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-energia/senior-software-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-energia/,2022-03-15
.NET Developer for grid,Eesti Energia,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-energia/net-developer-for-grid/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/eesti-energia/,2022-03-15
Nõudepesija,Dorpat OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/dorpat-ou/noudepesija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/dorpat-ou/,2022-03-15
LAOTÖÖTAJA,T grupp OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/t-grupp-ou/warehouse-worker/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/t-grupp-ou/,2022-03-15
Toateenija,Dorpat OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/dorpat-ou/toateenija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/dorpat-ou/,2022-03-15
"TOOTMISTSEHHI TÖÖTAJA TALLINNAS, PÄRNUS JA NARVAS!",MAXIMA Eesti OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/maxima/toomistsehhi-tootajad/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/maxima/,2022-03-15
Farmatseut,Euroapteek - tervis parima hinnaga!,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euroapteek-ou/pharmacist-1/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euroapteek-ou/,2022-03-15
INVENTEERIJA,MAXIMA Eesti OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/maxima/inventeerija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/maxima/,2022-03-15
Toateenija,Ibis Tallinn Center hotell,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ibis-tallinn-center-hotell-juhkentali-hotel-ou/toateenija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ibis-tallinn-center-hotell-juhkentali-hotel-ou/,2022-03-15
Kaubakäsitleja-komplekteerija,Euroapteek - tervis parima hinnaga!,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euroapteek-ou/kaubakasitleja-komplekteerija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euroapteek-ou/,2022-03-15
Konsultant apteeki,Euroapteek - tervis parima hinnaga!,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euroapteek-ou/konsultant-apteeki/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/euroapteek-ou/,2022-03-15
We are hiring construction workers,Folden OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/folden-ou/constrction-worker/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/folden-ou/,2022-03-15
Cooks and waiters are invited to the paradise island Hiiumaa,Restoran Kork Hiiumaal / Paljasjalg OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/paljasjalg-ou/chef/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/paljasjalg-ou/,2022-03-15
KOKK Gustav Adoldi Gymnasium DAILY KITCHEN,Baltic Restaurants Estonia AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-restaurants-estonia-as/cook-gustav-adoldi-gymnasium-daily-kitchen/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-restaurants-estonia-as/,2022-03-15
KOKK Saue Midrimaa Lasteaia DAILY KÖÖKI.,Baltic Restaurants Estonia AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-restaurants-estonia-as/kokk-saue-midrimaa-lasteaia-daily-kooki/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-restaurants-estonia-as/,2022-03-15
ABIKOKK Viimsi Gümnaasiumi DAILY köögis,Baltic Restaurants Estonia AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-restaurants-estonia-as/abikokk-viimsi-gumnaasiumi-daily-koogis/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/baltic-restaurants-estonia-as/,2022-03-15
Betoneerija,LEONHARD WEISS OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/leonhard-weiss-ou/betoneerija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/leonhard-weiss-ou/,2022-03-15
Puurimisseadme operaator,LEONHARD WEISS OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/leonhard-weiss-ou/puurimisseadme-operaator/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/leonhard-weiss-ou/,2022-03-15
Hommikusöögi teenindaja,Wolf Hotel OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/wolf-hotel-ou/hommikusoogi-teenindaja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/wolf-hotel-ou/,2022-03-15
CE-kategooria veoautojuht,Plangi Trans OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/plangi-trans-ou/ce-category-driver/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/plangi-trans-ou/,2022-03-15
Kokk,RRLektus AS,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/rrlektus-as/kokk/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/rrlektus-as/,2022-03-15
Moodulmajade ehitustööline,Moodulmajade ehitus - Keila,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/erpwise-ou/moodulmajade-ehitustooline/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/erpwise-ou/,2022-03-15
Laoassistent,Orien Trade OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/orien-trade-ou/laoassistent/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/orien-trade-ou/,2022-03-15
Kokk,Mustamäe Spa OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mustamae-spa-ou/kokk/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mustamae-spa-ou/,2022-03-15
Hooldaja,Mulgi Häärber OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mulgi-haarber-ou/caretaker/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mulgi-haarber-ou/,2022-03-15
Coffeecup OÜ kaubakuller,Coffeecup OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-coffeecup/ou-coffeecup-freight-courier/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ou-coffeecup/,2022-03-15
Koristaja,Mulgi Häärber OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mulgi-haarber-ou/koristaja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/mulgi-haarber-ou/,2022-03-15
OKO Resto kokk / abikokk / pitsakokk / nõudepesija,Siigur Restoranid  - OKO Restoranid OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/kokk/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/,2022-03-15
Logistiku abi,LDL Logistics OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ldl-logistics-ou/logistiku-abi/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ldl-logistics-ou/,2022-03-15
Backend Developer (Consumer Experience),Starship Technologies,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/backend-developer-consumer-experience/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/,2022-03-15
Operator,Orkla Eesti AS (Kalevi tehas),https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/orkla-eesti-as-kalevi-tehas/operaator/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/orkla-eesti-as-kalevi-tehas/,2022-03-15
POKO Resto kokk / abikokk / pitsakokk / nõudepesija,Siigur Restoranid  - OKO Restoranid OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/kokk-1/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/,2022-03-15
Translator,Softekon oü,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/softekon-ou/tolk/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/softekon-ou/,2022-03-15
Mobile Developer (Merchant Services),Starship Technologies,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/mobile-developer-merchant-services/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/,2022-03-15
TOKO Resto kokk / abikokk / nõudepesija,Siigur Restoranid  - OKO Restoranid OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/kokk-2/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/,2022-03-15
Metallitöötlusmasina operaator,SCANDISTEEL OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/scandisteel-ou/metallitootlusmasina-operaator/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/scandisteel-ou/,2022-03-15
SOFTWARE ENGINEER,Gamesys Estonia OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/gamesys-estonia-ou/software-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/gamesys-estonia-ou/,2022-03-15
Full Stack Developer (Merchant Services),Starship Technologies,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/full-stack-developer-merchant-services/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/,2022-03-15
Electronics Engineer,Starship Technologies,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/electronics-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/,2022-03-15
ERP System Lead,Starship Technologies,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/erp-system-lead/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/,2022-03-15
Haapsalu Kuursaali kokk / abikokk / nõudepesija,Siigur Restoranid  - OKO Restoranid OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/kokk-3/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/oko-restoranid-ou/,2022-03-15
Finance Workflow Automation Lead Engineer,Starship Technologies,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/finance-workflow-automation-lead-engineer/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/starship-technologies-ou/,2022-03-15
Klienditeenindaja Terranova kauplusesse,E.N.Co Retail OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/e.n.co-retail-ou/klienditeenindaja/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/e.n.co-retail-ou/,2022-03-15
Markšeider,Viru Keemia Grupp,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/viru-keemia-grupp/markseider/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/viru-keemia-grupp/,2022-03-15
CE kategooria autojuht,LDL Logistics OÜ,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ldl-logistics-ou/ce-kategooria-autojuht/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/ldl-logistics-ou/,2022-03-15
Toateenija,Strand Spa & Konverentsihotell,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/strand-as/toateenija/,https://www.onlineexpo.com/ee/tookohad-ukrainlaste-jaoks-eestis/tooandjad/strand-as/,2022-03-15
